,CreatedDate,Title
460,2009-05-01T05:33:51.000+0000,Distributed
461,2009-05-01T05:34:04.000+0000,CONTRACTING
462,2009-05-01T05:34:04.000+0000,PROJECT MANAGER
463,2009-05-01T05:34:04.000+0000,Application Development
464,2009-05-01T05:34:16.000+0000,SubContractor Administrator
465,2009-05-01T05:34:19.000+0000,Special Assistant To The Secretary For IT
466,2009-05-01T05:34:31.000+0000,Contracting Officer
467,2009-05-01T05:34:31.000+0000,MF Storage
468,2009-05-01T05:34:42.000+0000,Computer Specialist
469,2009-05-01T05:34:45.000+0000,Cio/pcs/telce
470,2009-05-01T05:34:45.000+0000,"Director, Telecommunications Staff, VBA"
471,2009-05-01T05:34:45.000+0000,Manager IT Dept
472,2009-05-01T05:35:12.000+0000,Contracting
473,2009-05-01T05:35:12.000+0000,"Contracting Officer - Team Leader, Professional/Clinical Team, Cca Visn 21"
474,2009-05-01T05:35:12.000+0000,PURCHASING
475,2009-05-01T05:35:37.000+0000,Acting Director Information Technology Oversight and Review
476,2009-05-01T05:35:37.000+0000,"Director, Aac"
477,2009-05-01T05:35:49.000+0000,Administrative Officer
478,2009-05-01T05:35:49.000+0000,Network Sdministrator
479,2009-05-01T05:36:20.000+0000,Operations/Na
480,2009-05-01T05:36:20.000+0000,Fed Data Aaces Program Manager
481,2009-05-01T05:36:35.000+0000,Systems Programmer
482,2009-05-01T05:36:35.000+0000,Associate Deputy Assistanf Secretary For Office of Telecommunications
483,2009-05-01T05:36:51.000+0000,Database Manager
484,2009-05-01T05:36:51.000+0000,Consultant
485,2009-05-01T05:36:51.000+0000,Computer Specialist
486,2009-05-01T05:36:51.000+0000,"Cio, Vba"
487,2009-05-01T05:37:17.000+0000,IDMS DB Manager
488,2009-05-01T05:37:17.000+0000,"Director, Business Development"
489,2009-05-01T05:37:31.000+0000,Network Administration
490,2009-05-01T05:37:31.000+0000,Computer Specialist
491,2009-05-01T05:37:43.000+0000,DBA
492,2009-05-01T05:38:10.000+0000,IT Sys Admin Manager
493,2009-05-01T05:38:23.000+0000,CIO
494,2009-05-01T05:38:34.000+0000,IT Manager
495,2009-05-01T05:39:14.000+0000,IT Specialist
496,2009-05-01T05:41:20.000+0000,General Dynamics
497,2009-05-01T05:41:51.000+0000,Desktop Ops Team Leader
498,2009-05-01T05:42:17.000+0000,Information Technology Specialist
499,2009-05-01T05:42:48.000+0000,Data Center Manager
500,2009-05-01T05:43:17.000+0000,"Director, Enterprise Security Solutions Service"
501,2009-05-01T05:43:17.000+0000,Systems Progammer
502,2009-05-01T05:43:43.000+0000,"Chief Information Officer, Augusta Facility"
503,2009-05-01T05:43:43.000+0000,Business Manager
504,2009-05-01T05:44:45.000+0000,IT Tech
505,2009-05-01T05:45:00.000+0000,Web Strategist
506,2009-05-01T05:45:12.000+0000,IT SPECIALIST
507,2009-05-01T05:45:12.000+0000,Remedy Developer
508,2009-05-01T05:45:12.000+0000,I.T. Specialist
509,2009-05-01T05:46:12.000+0000,IT
510,2009-05-01T05:46:27.000+0000,Director Infrastructure
511,2009-05-01T05:46:27.000+0000,IT Specialist
512,2009-05-01T05:46:39.000+0000,Systems Analyst
513,2009-05-01T05:46:53.000+0000,Vp Of Infrastructure
514,2009-05-01T05:46:53.000+0000,Chief Tech Infrastructure Manager
515,2009-05-01T05:46:53.000+0000,Datacenter Manager
516,2009-05-01T05:47:05.000+0000,Contract Specialist
517,2009-05-01T05:47:05.000+0000,IT Specialist
518,2009-05-01T05:47:05.000+0000,Network Manager
519,2009-05-01T05:47:20.000+0000,Senior Network Engineer
520,2009-05-01T05:47:34.000+0000,Other
521,2009-05-01T05:47:34.000+0000,Network Administrator
522,2009-05-01T05:47:47.000+0000,Senior Systems Engineer
523,2009-05-01T05:47:53.000+0000,It Specialist
524,2009-05-01T05:48:42.000+0000,COTAR IT Assets and Renewals
525,2009-05-01T05:48:45.000+0000,IT-Other
526,2009-05-01T05:48:56.000+0000,Principal Consultant
527,2009-05-01T05:48:56.000+0000,Unspecified
528,2009-05-01T05:50:43.000+0000,Sr. Technical Consultant
529,2009-05-14T13:10:17.000+0000,IT Manager
530,2009-05-01T05:46:27.000+0000,Systems Admin
531,2009-08-17T01:34:56.000+0000,Threewire Partner
532,2009-09-18T15:31:00.000+0000,Four Points Rep
533,2009-11-04T16:31:02.000+0000,Sr Consultant/Logic Information Systems
534,2009-11-04T20:33:29.000+0000,CIO
535,2009-11-18T15:17:08.000+0000,Field Security Operations
536,2009-12-09T15:10:02.000+0000,EADS
537,2009-12-16T13:23:49.000+0000,Contractor for VA OAL
538,2010-01-20T14:48:22.000+0000,Apptis Rep
539,2010-01-31T19:04:17.000+0000,Teleheath Technical Service Desk Lead
540,2010-02-16T15:21:57.000+0000,Head of Telehealth Technical Service Desk
541,2010-02-16T15:31:30.000+0000,Telehealth Consultant
542,2010-02-16T15:27:55.000+0000,Telehealth Clinical Manager
543,2010-02-16T15:29:39.000+0000,Teleheath Service Desk Admin
544,2010-05-04T04:13:16.000+0000,Enterprise Telecommunications Architecture
545,2010-05-11T14:19:26.000+0000,IT Specialist
546,2010-05-25T16:39:48.000+0000,"IT Specialist, Systems Architect (AITC CDCO)"
547,2010-05-26T17:29:12.000+0000,CHSS Director - VA Agent Orange Deal
548,2010-06-11T20:01:30.000+0000,Unspecified
549,2010-08-23T19:17:58.000+0000,IT Manager
550,2010-10-22T02:22:43.000+0000,Division Chief Monitoring
551,2010-10-22T02:38:56.000+0000,Director Server Management
552,2010-10-22T03:56:49.000+0000,IT Supervisory Specialist
553,2010-11-03T15:15:22.000+0000,IT Specialist- Region 2
554,2010-11-04T17:55:29.000+0000,IT
555,2010-12-07T21:39:45.000+0000,Business Development (WWT)
556,2010-12-07T21:39:16.000+0000,"Account Manager, VA Reg I (WWT)"
557,2010-12-07T21:40:04.000+0000,(WWT)
558,2010-12-09T14:23:15.000+0000,Director
559,2011-02-14T22:15:09.000+0000,VHA Impact Analysis Lead
560,2011-02-14T22:13:08.000+0000,NSOC PM
561,2011-05-03T21:08:27.000+0000,Small Business Specialist
562,2011-06-06T22:49:42.000+0000,INCONTROL Product Line Consultant
563,2011-06-14T17:53:55.000+0000,Contract Specialist - TAC
564,2011-06-20T22:01:39.000+0000,"IT Specialist, Austin Automation Center"
565,2011-06-20T22:08:40.000+0000,"Acting Executive Director, Corporate Data Center Operations"
566,2011-06-21T19:13:48.000+0000,"Chief, IT & Tele. Service, Center for Acquisition"
567,2011-08-24T19:21:15.000+0000,Development of Service Managment CIO
568,2011-09-07T20:07:22.000+0000,Deputy Assistant Secretary / Dep CIO
569,2011-09-07T21:02:02.000+0000,Associate Director
570,2011-09-07T23:30:10.000+0000,Director
571,2011-09-08T00:45:55.000+0000,"Executive Director, Office of Information and Technology Operations"
572,2011-09-08T01:56:56.000+0000,Director - Business Intelligence
573,2011-09-14T14:23:46.000+0000,Director of Incident Resolution
574,2011-09-15T18:42:57.000+0000,CDS President
575,2011-09-29T20:16:38.000+0000,PM for PMAS
576,2011-09-30T18:34:12.000+0000,Project Manager
577,2011-09-30T17:40:11.000+0000,Program Manager
578,2011-09-30T18:49:10.000+0000,Business Development Director
579,2011-09-30T19:33:57.000+0000,RightStar
580,2011-09-30T19:36:36.000+0000,Consultant
581,2011-09-30T19:45:34.000+0000,Chief Production Control Officer
582,2011-10-03T15:28:44.000+0000,Principal Consultant
583,2011-10-03T15:34:29.000+0000,Vp Of Infrastructure
584,2011-10-03T15:50:38.000+0000,"Director, Support Services"
585,2011-10-19T21:56:28.000+0000,"Director, Education and Training Division"
586,2011-11-04T11:27:24.000+0000,Harris EMF Lead
587,2011-11-11T19:49:39.000+0000,NSD CM Manager
588,2011-11-11T19:55:37.000+0000,Problem Management
589,2011-11-17T21:51:11.000+0000,"CIO, VISN 7"
590,2011-12-07T15:31:55.000+0000,SAIC Health Services
591,2011-12-07T15:33:56.000+0000,SAIC Health Services
592,2011-12-08T22:06:19.000+0000,"Gartner, Health Solutions"
593,2011-12-08T22:03:51.000+0000,"SAIC Health Solutions, Business Development Manager"
594,2011-12-20T15:32:36.000+0000,IT
595,2012-01-05T15:59:48.000+0000,"Director, OI&T"
596,2012-01-06T15:49:39.000+0000,"Region 1 Division Chief, Facilities Management"
597,2012-01-06T16:07:30.000+0000,"Deputy Assistant Secretary , Information Security"
598,2012-01-06T16:15:05.000+0000,"VP, Federal Healthcare - CCSi"
599,2012-01-12T16:46:03.000+0000,"Director, Product Assessment Competency Division"
600,2012-01-12T16:53:59.000+0000,NSOC
601,2012-01-18T20:21:41.000+0000,President - Intratek
602,2012-01-27T12:56:36.000+0000,"Deputy Director, Operations"
603,2012-01-27T17:03:00.000+0000,Knowledge Mngt Specialist - NSOC
604,2012-01-27T17:09:37.000+0000,Senior Remedy Engineer - NSOC
605,2012-02-15T16:36:35.000+0000,Deputy Director
606,2012-02-15T16:53:59.000+0000,"Executive Director, IT Acquisition Strategy & Business Relationships"
607,2012-02-15T17:23:05.000+0000,"Director IT, NSOC"
608,2012-02-15T17:25:03.000+0000,"PM, Network Security Office"
609,2012-02-15T18:30:19.000+0000,"Matrix42, Reg. Sales Director"
610,2012-02-16T16:47:31.000+0000,Industry Liaison - FAA CIO Office
611,2012-02-16T16:53:09.000+0000,"Management & Program Analyst, ESE"
612,2012-03-12T17:50:01.000+0000,Head of Mobility Strategy
613,2012-03-12T17:53:45.000+0000,Acting COO
614,2012-03-12T17:56:09.000+0000,"Region 1 Division Chief, Facilities Management"
615,2012-03-12T18:30:22.000+0000,"Assoc. Chief of Staff, Informatics"
616,2012-03-12T18:20:23.000+0000,TEK Systems - Director of National Accounts
617,2012-03-12T18:23:09.000+0000,Unisys - Partner & VP Health Sciences
618,2012-03-12T18:27:43.000+0000,ACET - Dpty Director Medical Systems
619,2012-03-15T18:41:32.000+0000,System Adminstrator
620,2012-05-03T19:25:30.000+0000,Systems Made Simple - Account Manager
621,2012-05-03T19:38:49.000+0000,Triple-i - Program Lead
622,2012-05-03T19:23:03.000+0000,Vp of Sales & Marketing
623,2012-05-03T19:27:59.000+0000,Merlin International - Client Executive
624,2012-05-03T19:33:05.000+0000,CTO-Enterprise Data Center Operations
625,2012-05-03T19:41:06.000+0000,Agilex - President Health Sector
626,2012-05-14T18:53:18.000+0000,IT Professional
627,2012-05-31T12:48:29.000+0000,"Chief Architect, Weblogic"
628,2012-05-31T12:52:00.000+0000,"IntePros, VP Business Development"
629,2012-05-31T12:57:05.000+0000,Unisys - Federal Health Systems
630,2012-05-31T13:05:27.000+0000,"Adams Communications, CEO"
631,2012-06-21T14:08:27.000+0000,"Director, Operations Management"
632,2012-06-25T15:12:15.000+0000,Project Managner - SMS
633,2012-06-25T15:15:06.000+0000,"Chief, Project and Release Mgmnt Division, 200/32c"
634,2012-07-13T15:39:21.000+0000,"Director IT, NSOC"
635,2012-07-20T14:17:32.000+0000,IT Contracting
636,2012-07-20T14:22:24.000+0000,Software Engineer
637,2020-07-21T20:20:58.000+0000,IT Specialist - MF
638,2020-07-21T20:42:03.000+0000,"Service Line Manager, Mainframe Management"
639,2020-07-21T20:50:36.000+0000,Supervisor IT Specialist - MF
640,2020-09-02T15:20:02.000+0000,Program Manager/Site Manager – Leidos/SMS
641,2020-09-14T16:30:39.000+0000,Contracting Officer Representative
642,2012-07-23T21:45:58.000+0000,"Branch Chief, Scheduling"
643,2012-07-23T21:53:37.000+0000,Automation Lead
644,2012-07-23T22:11:38.000+0000,Scheduling
645,2012-09-14T19:23:14.000+0000,"Deputy Director, Technical Infrastructure"
646,2012-09-20T15:00:27.000+0000,CTO-Enterprise Data Center Operations
647,2012-09-20T15:12:24.000+0000,CTO
648,2012-09-20T15:25:03.000+0000,"Chief, Project and Release Mgmnt Division, 200/32c Chief of Applications"
649,2012-09-28T20:44:24.000+0000,"CIO, VA Financial Center"
650,2012-09-28T20:49:14.000+0000,VA Network Operations Center - Gateway Team
651,2012-10-02T20:36:45.000+0000,IT Project Manager
652,2012-10-17T15:51:02.000+0000,"Director, Enterprise Application Support"
653,2012-10-17T15:52:42.000+0000,Executive Director
654,2012-12-31T17:11:41.000+0000,Contracting Officer
655,2013-07-18T11:30:11.000+0000,Acting Director
656,2013-07-18T12:40:06.000+0000,Director National Service Desk
657,2013-07-18T13:44:09.000+0000,"Director Platforms, ESE"
658,2005-07-29T22:51:44.000+0000,Contracting Officer
659,2009-12-11T00:46:46.000+0000,Deputy Project Manager
660,2010-06-14T20:37:53.000+0000,Director
661,2010-07-12T17:53:32.000+0000,Marketing and Communication
662,2010-08-20T18:16:08.000+0000,Program Analyst
663,2010-09-02T19:00:28.000+0000,analyst
664,2006-09-12T17:36:36.000+0000,IT Specialist
665,2007-01-16T20:08:48.000+0000,Program Mgr.
666,2006-11-12T21:49:48.000+0000,CTO
667,2011-10-04T21:08:31.000+0000,FP System Admin
668,2011-10-12T19:20:58.000+0000,Team Lead
669,2011-11-09T19:23:50.000+0000,MAIN CONTACT as of 11/9/11
670,2012-03-16T14:47:04.000+0000,"IT Management: CIO, CTO"
671,2009-03-18T20:24:30.000+0000,"Senior Analyst, Information Security"
672,2012-12-28T16:39:34.000+0000,Contracting Officer
673,2008-06-19T19:07:54.000+0000,Track-It Admin/helpdesk
674,2006-08-22T18:45:25.000+0000,VISN 15 FCIO Marion
675,2013-08-02T22:44:48.000+0000,CTO AITC
676,2013-09-23T19:38:50.000+0000,Program Mgr
677,2013-09-23T19:42:05.000+0000,"NCA Systems Integration Center, Chief, Systems and Networking Division"
678,2013-11-05T19:20:03.000+0000,"Director, EIE Platforms"
679,2013-11-13T15:25:15.000+0000,IT Support
680,2014-01-03T20:33:52.000+0000,Enterprise Architect
681,2014-01-03T20:35:32.000+0000,Senior Associate
682,2014-01-11T16:29:07.000+0000,Program Manager
683,2014-03-01T01:03:20.000+0000,WAN Manager - Region 4 Infrastructure Team at VA Region 4
684,2014-03-20T18:55:51.000+0000,Program Analyst / EAS Help Desk COR
685,2014-05-28T21:04:18.000+0000,Change Management Agent
686,2015-12-08T03:03:11.000+0000,Manager
687,2015-12-08T03:03:11.000+0000,Senior Manager
688,2015-12-22T23:01:35.000+0000,Principal Systems Analyst
689,2017-02-21T19:28:25.000+0000,Senior Manager of Technology
690,2017-03-24T06:15:08.000+0000,"Director, Technology Infrastructure Services"
691,2018-08-15T21:07:26.000+0000,Senior Systems Specialist
692,2018-09-28T02:44:45.000+0000,It Director/manager
693,2019-05-02T03:57:04.000+0000,Application Architect
694,2019-03-18T23:27:51.000+0000,IT Systems Administration Technical
695,2019-12-18T17:51:37.000+0000,Executes RF Contracts
696,2020-03-03T18:35:19.000+0000,Technology Director
697,2009-04-01T07:00:58.000+0000,Mgr Systems & Programming
698,2009-09-28T19:30:31.000+0000,Assistant Director Operations
699,2011-08-10T18:55:13.000+0000,"IT Mgr, Open Systems"
700,2011-08-11T04:12:20.000+0000,"IT Mgr, Open Systems"
701,2020-07-08T16:29:00.000+0000,"Manager, Technology Infrastructure Services"
702,2011-04-29T13:58:28.000+0000,Desktop support
703,2011-09-06T16:24:13.000+0000,Manager - IS Management
704,2005-08-22T07:29:30.000+0000,network engineer
705,2005-07-29T23:43:48.000+0000,Buyer
706,2011-07-20T19:10:14.000+0000,Information Systems Supv II
707,2005-10-17T22:08:06.000+0000,Information System Cood
708,2013-12-23T22:40:15.000+0000,senior manager
709,2014-06-04T15:23:41.000+0000,Application operation Manager
710,2014-06-04T15:48:48.000+0000,Esercizio / Servizi Sistemistici
711,2014-09-05T15:18:08.000+0000,RESP.SIS.INFORMATIVI
712,2015-01-05T09:23:22.000+0000,Chief Technology Officer
713,2015-06-15T16:58:42.000+0000,head of Software Architecture
714,2015-06-24T16:33:06.000+0000,IT responsible for payment application
715,2015-07-24T15:38:30.000+0000,Application Manager Financial Transactions
716,2015-10-05T14:07:33.000+0000,Head of Application Management
717,2015-11-30T13:13:41.000+0000,head of Financial Services Information System
718,2015-11-30T13:33:02.000+0000,Service Manager fro financial and insurance services
719,2015-11-30T13:49:46.000+0000,Security Manager
720,2015-10-23T15:57:35.000+0000,CIO
721,2015-11-02T08:02:07.000+0000,IT purchase dep
722,2015-11-24T10:19:42.000+0000,Referente esercizio applicativo SAP
723,2015-11-24T10:21:56.000+0000,Referente esercizio applicativo Data Warehouse
724,2015-11-24T10:26:13.000+0000,Referente esercizio applicativo NSIN (servizio notifiche)
725,2015-12-02T19:27:06.000+0000,Consulente Esercizio Applicativo
726,2015-12-08T03:19:01.000+0000,Esercizio - Gestione Sistemi
727,2016-02-08T15:48:33.000+0000,Service mgr
728,2016-03-06T18:30:55.000+0000,Technical Monitoring Responsible
729,2016-03-12T19:19:40.000+0000,IT Infrastrcture manager
730,2016-03-18T18:07:40.000+0000,IT Specialist
731,2016-05-23T10:28:51.000+0000,Contract & Renewal - Operation Management
732,2016-07-14T17:23:12.000+0000,Buyer
733,2017-01-18T07:52:29.000+0000,IT manager - Infrastructure
734,2017-03-13T10:15:43.000+0000,CTO
735,2017-04-09T21:56:48.000+0000,Inrastructure Operations Manager
736,2017-04-09T21:57:04.000+0000,Inrastructure Operations Manager
737,2019-05-16T09:14:41.000+0000,IT Manager (DataWarehouse/BI)
738,2019-05-16T09:19:54.000+0000,Resp Esercizio Delivery IT
739,2019-07-12T12:58:34.000+0000,IT security mgr
740,2019-10-31T11:36:15.000+0000,Engineering Director
741,2019-10-31T11:49:45.000+0000,Senior System Engineering
742,2020-02-20T12:24:35.000+0000,Dir. IT Operation
743,2009-04-01T07:01:21.000+0000,Dir. Sistemi Informativi
744,2009-04-01T07:01:21.000+0000,CIO/CTO
745,2009-04-01T07:02:34.000+0000,Manager
746,2009-04-01T07:03:43.000+0000,Direttore Risorse e Organizzazione
747,2009-04-01T07:34:49.000+0000,Responsabile It
748,2009-04-01T07:34:49.000+0000,It Manager
749,2009-04-01T07:34:49.000+0000,Direttore Sistemi Divisionali
750,2009-05-01T05:48:56.000+0000,Consulente ex Responsabile esercizio applicativo
751,2009-07-06T14:40:30.000+0000,Esercizio - Gestione Sistemi
752,2009-07-17T13:30:18.000+0000,External Consultant
753,2009-07-17T13:41:31.000+0000,Resp Architetture e Standard
754,2009-07-17T13:50:08.000+0000,Purchase office
755,2010-02-25T17:13:13.000+0000,Resp. SAP
756,2010-02-25T17:14:17.000+0000,It-Other
757,2010-02-25T17:12:05.000+0000,DBA
758,2010-02-25T17:16:38.000+0000,Resp. CICS
759,2010-02-25T17:20:16.000+0000,Resp. Produzione
760,2010-02-25T17:21:41.000+0000,Ict - Architetture E Standard
761,2010-02-25T17:19:14.000+0000,IT Systems Administration
762,2010-02-25T17:22:54.000+0000,IT Sys Engineer/Integration
763,2010-02-25T17:24:12.000+0000,system administrator
764,2010-07-02T13:32:43.000+0000,Architecures Dept Manager
765,2010-10-05T19:56:27.000+0000,Resp. SI
766,2011-04-08T10:23:06.000+0000,Sistemista Z/OS
767,2014-05-20T10:19:27.000+0000,IT Operations Manager
768,2014-06-04T15:23:41.000+0000,Application operation Manager
769,2014-06-04T15:48:48.000+0000,Esercizio / Servizi Sistemistici
770,2014-09-05T15:18:08.000+0000,RESP.SIS.INFORMATIVI
771,2015-01-05T09:23:22.000+0000,Chief Technology Officer
772,2015-06-15T16:58:42.000+0000,head of Software Architecture
773,2015-06-24T16:33:06.000+0000,IT responsible for payment application
774,2015-07-24T15:38:30.000+0000,Application Manager Financial Transactions
775,2015-10-05T14:07:33.000+0000,Head of Application Management
776,2015-11-30T13:13:41.000+0000,head of Financial Services Information System
777,2015-11-30T13:33:02.000+0000,Service Manager fro financial and insurance services
778,2015-11-30T13:49:46.000+0000,Security Manager
779,2015-10-23T15:57:35.000+0000,CIO
780,2015-11-02T08:02:07.000+0000,IT purchase dep
781,2015-11-24T10:19:42.000+0000,Referente esercizio applicativo SAP
782,2015-11-24T10:21:56.000+0000,Referente esercizio applicativo Data Warehouse
783,2015-11-24T10:26:13.000+0000,Referente esercizio applicativo NSIN (servizio notifiche)
784,2015-12-02T19:27:06.000+0000,Consulente Esercizio Applicativo
785,2015-12-08T03:19:01.000+0000,Esercizio - Gestione Sistemi
786,2016-02-08T15:48:33.000+0000,Service mgr
787,2016-03-06T18:30:55.000+0000,Technical Monitoring Responsible
788,2016-03-12T19:19:40.000+0000,IT Infrastrcture manager
789,2016-03-18T18:07:40.000+0000,IT Specialist
790,2016-05-23T10:28:51.000+0000,Contract & Renewal - Operation Management
791,2016-07-14T17:23:12.000+0000,Buyer
792,2017-01-18T07:52:29.000+0000,IT manager - Infrastructure
793,2017-03-13T10:15:43.000+0000,CTO
794,2017-04-09T21:56:48.000+0000,Inrastructure Operations Manager
795,2017-04-09T21:57:04.000+0000,Inrastructure Operations Manager
796,2019-05-16T09:14:41.000+0000,IT Manager (DataWarehouse/BI)
797,2019-05-16T09:19:54.000+0000,Resp Esercizio Delivery IT
798,2019-07-12T12:58:34.000+0000,IT security mgr
799,2019-10-31T11:36:15.000+0000,Engineering Director
800,2019-10-31T11:49:45.000+0000,Senior System Engineering
801,2020-02-20T12:24:35.000+0000,Dir. IT Operation
802,2009-04-01T07:01:21.000+0000,Dir. Sistemi Informativi
803,2009-04-01T07:01:21.000+0000,CIO/CTO
804,2009-04-01T07:02:34.000+0000,Manager
805,2009-04-01T07:03:43.000+0000,Direttore Risorse e Organizzazione
806,2009-04-01T07:34:49.000+0000,Responsabile It
807,2009-04-01T07:34:49.000+0000,It Manager
808,2009-04-01T07:34:49.000+0000,Direttore Sistemi Divisionali
809,2009-05-01T05:48:56.000+0000,Consulente ex Responsabile esercizio applicativo
810,2009-07-06T14:40:30.000+0000,Esercizio - Gestione Sistemi
811,2009-07-17T13:30:18.000+0000,External Consultant
812,2009-07-17T13:41:31.000+0000,Resp Architetture e Standard
813,2009-07-17T13:50:08.000+0000,Purchase office
814,2010-02-25T17:13:13.000+0000,Resp. SAP
815,2010-02-25T17:14:17.000+0000,It-Other
816,2010-02-25T17:12:05.000+0000,DBA
817,2010-02-25T17:16:38.000+0000,Resp. CICS
818,2010-02-25T17:20:16.000+0000,Resp. Produzione
819,2010-02-25T17:21:41.000+0000,Ict - Architetture E Standard
820,2010-02-25T17:19:14.000+0000,IT Systems Administration
821,2010-02-25T17:22:54.000+0000,IT Sys Engineer/Integration
822,2010-02-25T17:24:12.000+0000,system administrator
823,2010-07-02T13:32:43.000+0000,Architecures Dept Manager
824,2010-10-05T19:56:27.000+0000,Resp. SI
825,2011-04-08T10:23:06.000+0000,Sistemista Z/OS
826,2014-05-20T10:19:27.000+0000,IT Operations Manager
827,2014-06-02T17:43:37.000+0000,Director of IT Services
828,2014-06-02T17:44:36.000+0000,Director of IT Services
829,2014-07-08T16:20:20.000+0000,IT - General
830,2014-09-29T09:50:21.000+0000,Director of Student Services
831,2014-09-29T10:11:23.000+0000,Head of Student Conduct and Appeals & Information Management and Compliance
832,2014-11-02T19:59:11.000+0000,Head of Service Management
833,2014-12-15T16:16:17.000+0000,Director of Student Services
834,2015-11-24T22:55:02.000+0000,Cloud Platforms Principal Database Engineer
835,2014-05-07T08:08:05.000+0000,Application Analyst
836,2018-03-19T16:43:08.000+0000,Head of Application Services
837,2018-11-12T13:30:14.000+0000,Interim Head of Enterprise Solutions
838,2010-07-15T19:36:44.000+0000,Simon.harrison@kcl.ac.uk
839,2011-06-07T10:21:41.000+0000,Other\Deputy Director of Learning and Support
840,2014-09-29T14:09:24.000+0000,Area Information Technology
841,2016-01-26T14:41:15.000+0000,COO
842,2016-01-26T14:42:14.000+0000,CIO ad interim
843,2018-09-21T12:11:40.000+0000,ICT infrastructure Director
844,2018-09-21T12:12:36.000+0000,Monitor Manager
845,2018-10-08T07:37:47.000+0000,buyer
846,2019-09-02T10:46:03.000+0000,head of IT systems & applications
847,2019-09-02T10:51:06.000+0000,Responsabile architetture
848,2019-10-25T09:41:02.000+0000,CIO
849,2009-04-01T07:05:05.000+0000,Direttore IT
850,2009-04-01T07:34:49.000+0000,Direttore Infrastruttura
851,2009-04-01T07:34:49.000+0000,Direttore Infrastrutture
852,2012-07-03T15:05:41.000+0000,IT Manager
853,2012-07-03T15:07:22.000+0000,Mainframe resp.
854,2020-06-09T14:39:31.000+0000,Manager of Enterprise Data Hub Office
855,2013-10-08T16:57:21.000+0000,Operations Manager
856,2014-09-29T14:09:24.000+0000,Area Information Technology
857,2016-01-26T14:41:15.000+0000,COO
858,2016-01-26T14:42:14.000+0000,CIO ad interim
859,2018-09-21T12:11:40.000+0000,ICT infrastructure Director
860,2018-09-21T12:12:36.000+0000,Monitor Manager
861,2018-10-08T07:37:47.000+0000,buyer
862,2019-09-02T10:46:03.000+0000,head of IT systems & applications
863,2019-09-02T10:51:06.000+0000,Responsabile architetture
864,2019-10-25T09:41:02.000+0000,CIO
865,2009-04-01T07:05:05.000+0000,Direttore IT
866,2009-04-01T07:34:49.000+0000,Direttore Infrastruttura
867,2009-04-01T07:34:49.000+0000,Direttore Infrastrutture
868,2012-07-03T15:05:41.000+0000,IT Manager
869,2012-07-03T15:07:22.000+0000,Mainframe resp.
870,2020-06-09T14:39:31.000+0000,Manager of Enterprise Data Hub Office
871,2013-10-08T16:57:21.000+0000,Operations Manager
872,2014-09-29T14:09:24.000+0000,Area Information Technology
873,2016-01-26T14:41:15.000+0000,COO
874,2016-01-26T14:42:14.000+0000,CIO ad interim
875,2018-09-21T12:11:40.000+0000,ICT infrastructure Director
876,2018-09-21T12:12:36.000+0000,Monitor Manager
877,2018-10-08T07:37:47.000+0000,buyer
878,2019-09-02T10:46:03.000+0000,head of IT systems & applications
879,2019-09-02T10:51:06.000+0000,Responsabile architetture
880,2019-10-25T09:41:02.000+0000,CIO
881,2009-04-01T07:05:05.000+0000,Direttore IT
882,2009-04-01T07:34:49.000+0000,Direttore Infrastruttura
883,2009-04-01T07:34:49.000+0000,Direttore Infrastrutture
884,2012-07-03T15:05:41.000+0000,IT Manager
885,2012-07-03T15:07:22.000+0000,Mainframe resp.
886,2020-06-09T14:39:31.000+0000,Manager of Enterprise Data Hub Office
887,2013-10-08T16:57:21.000+0000,Operations Manager
888,2015-10-06T14:31:08.000+0000,Vice capo divisione - Divisione Patrimonio Applicativo
889,2018-07-18T08:50:19.000+0000,Manager / Supervisor IT
890,2009-04-01T06:53:04.000+0000,Capo divisione sviluppo ed applicazioni
891,2009-04-01T06:56:15.000+0000,Capo Divisione A.I.S. (Architettura Infrastruttura e Sicurezza)
892,2009-04-01T06:56:15.000+0000,Funzionario
893,2009-04-01T06:56:15.000+0000,Sistemi per lo sviluppo dei sistemi applicativi
894,2009-04-01T06:56:15.000+0000,Area gestione sistemi - PENSIONE
895,2009-04-01T06:56:15.000+0000,Condirettore Tecnico
896,2009-04-01T06:56:15.000+0000,Systems Manager
897,2009-04-01T06:56:15.000+0000,Ingegnere Condirettore Servizio Ela
898,2009-04-01T06:56:15.000+0000,Application Dev Manager
899,2009-04-01T06:56:15.000+0000,Ufficio acquisti Divisione Architettura Infrastruttura e Sicurezza
900,2009-04-01T06:56:15.000+0000,Systems Engineer DB2
901,2009-04-01T07:22:53.000+0000,Capo Divisione
902,2010-03-10T10:14:01.000+0000,Settore schedulazione
903,2010-03-17T14:29:18.000+0000,Responsabile Area IT
904,2010-08-05T08:47:19.000+0000,IT Manager
905,2010-10-05T19:59:15.000+0000,Area SI
906,2015-10-06T14:31:08.000+0000,Vice capo divisione - Divisione Patrimonio Applicativo
907,2018-07-18T08:50:19.000+0000,Manager / Supervisor IT
908,2009-04-01T06:53:04.000+0000,Capo divisione sviluppo ed applicazioni
909,2009-04-01T06:56:15.000+0000,Capo Divisione A.I.S. (Architettura Infrastruttura e Sicurezza)
910,2009-04-01T06:56:15.000+0000,Funzionario
